result_id|test_id|sample_size_mean_op|sample_size_mean|sample_size_min_op|sample_size_min|sample_size_max_op|sample_size_max|sample_size_unit|sample_size_comments|obs_duration_mean_op|obs_duration_mean|obs_duration_min_op|obs_duration_min|obs_duration_max_op|obs_duration_max|obs_duration_unit|obs_duration_comments|endpoint|endpoint_comments|trend|effect|effect_comments|measurement|measurement_comments|response_site|response_site_comments|effect_pct_mean_op|effect_pct_mean|effect_pct_min_op|effect_pct_min|effect_pct_max_op|effect_pct_max|effect_pct_comments|conc1_type|ion1|conc1_mean_op|conc1_mean|conc1_min_op|conc1_min|conc1_max_op|conc1_max|conc1_unit|conc1_comments|conc2_type|ion2|conc2_mean_op|conc2_mean|conc2_min_op|conc2_min|conc2_max_op|conc2_max|conc2_unit|conc2_comments|conc3_type|ion3|conc3_mean_op|conc3_mean|conc3_min_op|conc3_min|conc3_max_op|conc3_max|conc3_unit|conc3_comments|bcf1_mean_op|bcf1_mean|bcf1_min_op|bcf1_min|bcf1_max_op|bcf1_max|bcf1_unit|bcf1_comments|bcf2_mean_op|bcf2_mean|bcf2_min_op|bcf2_min|bcf2_max_op|bcf2_max|bcf2_unit|bcf2_comments|bcf3_mean_op|bcf3_mean|bcf3_min_op|bcf3_min|bcf3_max_op|bcf3_max|bcf3_unit|bcf3_comments|significance_code|significance_type|significance_level_mean_op|significance_level_mean|significance_level_min_op|significance_level_min|significance_level_max_op|significance_level_max|significance_comments|chem_analysis_method|chem_analysis_method_comments|endpoint_assigned|organism_final_wt_mean_op|organism_final_wt_mean|organism_final_wt_min_op|organism_final_wt_min|organism_final_wt_max_op|organism_final_wt_max|organism_final_wt_unit|organism_final_wt_comments|intake_rate_mean_op|intake_rate_mean|intake_rate_min_op|intake_rate_min|intake_rate_max_op|intake_rate_max|intake_rate_unit|intake_rate_comments|lipid_pct_mean_op|lipid_pct_mean|lipid_pct_min_op|lipid_pct_min|lipid_pct_max_op|lipid_pct_max|lipid_pct_comments|dry_wet|dry_wet_pct_mean_op|dry_wet_pct_mean|dry_wet_pct_min_op|dry_wet_pct_min|dry_wet_pct_max_op|dry_wet_pct_max|dry_wet_pct_comments|steady_state|additional_comments|companion_tag|created_date|modified_date|old_terretox_result_number
746666|1291854||NR||NR||NR|NR|||8||NR||NR|d||NR-LETH||INC|MOR||MORT||NR|||100||NR||NR||F|NR||2||NR||NR|mg/L|ONLY CONC TESTED|||||||||||||||||||||||||||--||||||||||||||||||NA|NA||NA||NA||NA||U||R||NR||NR||NR|NR|||NR||NR||NR|NR|||NR||NR||NR||NR||NR||NR||NR||NR|CONC1/ONLY CONC TESTED// ||06/12/2009|09/30/2019|
747130|1292277||NC||NC||NC|NC|||72||NR||NR|h||LC60||INC|MOR||MORT||NR|||NR||NR||NR||F|NR||0.969||0.782||1.366|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CHAR/EC; DISSOLVED IN 97.5% ACETONE//LIFESTG/TO 15 CM//DNUM/8//DOSES/0.25/0.50/0.75/1/2/3/4 ug/L//TESTID/1//||06/29/2009||
747282|1291649||NC||NC||NC|NC|||10||NR||NR|d||LOEL||INC|DVP||GDVP/|DEVELOPMENT TIME|NR|||NR||NR||NR||A|NR||NR|>|200|<|300|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||SIG|P||0.05||NR||NR||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/5//DOSES/>0 to <20/>0 to <20/>20 to <40/>200 to <300 ug/L//TESTID/1//OEF/MIXTURE//RVALUE/FROM GRAPH////|1291649|06/10/2009||
747495|1292612||NC||NC||NC|NC|||48||NR||NR|h||EC50||DEC|POP||CHLO||NR|||NR||NR||NR||A|NR||115||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| LIFESTG/COLONY, 10 COLONIES//DNUM/7//DOSES/62.5/125/250/500/750/1000 ug/L//TESTID/4//OEF/RESISTANCE EFCTS,CONDUCTIVITY TEST////||06/12/2009||
747627|1292734||NC||NC||NC|NC|||10||NR||NR|d||NOEC||DEC|GRO||LGTH||WO|||NR||NR||NR||D|Cu|<|20||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NOSIG|P|<|0.05||NR||NR||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DOSES/NA ug/L//TESTID/9//OEF/ORGANISM AGE, DIET, SEDIMENT EFCTS////|1292734|07/09/2009||
747674|1292774||NC||NC||NC|NC|||15||NR||NR|d||NOEC||NR|GRO||SVLL/|SNOUT TO VENT |WO|||NR||NR||NR||T|N||90||NR||NR|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P||0.290||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/2//DOSES/90 mg/L//TESTID/1//OEF/PH TEST//CONC/ONLY CONC TESTED////||07/14/2009||
747730|1292824||NC||NC||NC|NC|||23||NR||NR|d||NOEL||DEC|POP||CHLO||NR|||NR||NR||NR||F|NR||3.5||NR||NR|ppm|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P|<|0.1||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/2//DOSES/3.5 ppm//TESTID/1//CONC/ONLY CONC TESTED//OEF/NUTRIENT EFCTS////||06/22/2009||
747735|1292829||NC||NC||NC|NC|||3||NR||NR|wk||LOEL||DEC|POP||DBMS||NR|||NR||NR||NR||A|NR||NR||0.03681||0.06535|AI mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ASIG|P||0.05||NR||NR||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/4//DOSES/0.03681 to 0.06535/0.09200 to 0.15115/0.18548 to 0.30473 AI mg/L//TESTID/6//||06/22/2009||
747907|1292984||NC||NC||NC|NC|||30||NR||NR|d||NOEC||DEC|BCM||PRCO/|PROTEIN GROWTH, % PER DAY|LI|||NR|>|0.0|<|2.0|/|T|NR||70||NR||NR|uM|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CA/~1.0* mM//MG/~0.2* mM//NA/~0.5* mM//POT/~0.05* mM//CL/~0.7* mM//DNUM/2//DOSES/70 uM//TESTID/2//CONC/ONLY CONC TESTED//OEF/SOFTWATER ACCLIMATION STUDY,TEMP EFFECTS//TEMP/FROM GRAPH//EFCT%/FROM GRAPH////||07/17/2009||
748091|1292946||NC||NC||NC|NC|||72||NR||NR|h||LOEC||INC|MOR||MORT/|STATS TO C CONTROL|NR|||NR|>|50|<|60|/|T|N||5.24||NR||NR|mg/L||U|N||0.251||NR||NR|mg/L|||||||||||||NR||NR||NR|--|||NR||NR||NR|--||||||||||SIG|P|<|0.05||NR||NR||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| LIFESTG/TO 3.4) CM//DNUM/5//DOSES/1.12/3.22/5.24/10.18 mg/L//TESTID/1//CONTR/C,O=VIBRIO UNCHALLANGED AT 10.18 MG/L//EFCT%/FROM GRAPH//DOSES/UNIONIZED DOSES ALSO REPORTED////|1292946|07/16/2009||
748321|1293279||NC||NC||NC|NC|||48||NR||NR|h||LC50||INC|MOR||MORT/|ALSO REPORTED IN UMOL PER L|NR|||NR||NR||NR||A|NR||79.1||73.0||84.0|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||M||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DOSES/NA mg/L//TESTID/2//OEF/SEDIMENT STUDY////||07/21/2009||
748330|1293287||NC||NC||NC|NC|||96||NR||NR|h|/|NOEL||DEC|BCM||MTLN||NR|||NR||NR||NR||T|Co||1800||NR||NR|umol/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| TIME/ADDITIONAL DURATIONS REPORTED//DNUM/2//DOSES/1800 umol/L//TESTID/5//CONC/ONLY CONC TESTED////||01/29/2009||
748503|1293448||NC||NC||NC|NC|||24||NR||NR|h||NOEC||INC|GRO||WGHT||WO|||NR||NR||NR||T|N||NR||3.336||3.665|mmol/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P|>|0.05||NR||NR||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/5//DOSES/0.345 to 0.367/0.659 to 0.731/1.394 to 1.739/3.336 to 3.665 mmol/L//TESTID/1//||07/21/2009||
749061|1293971||NC||NC||NC|NC|||NR||0||3|mo||NR||DEC|POP||ABND||NR|||NR||NR||NR||A|NR||0.11||NR||NR|AI kg/ha|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/2//DOSES/0.11 AI kg/ha//TESTID/32//CONTR/C AND B//CONC/ONLY CONC TESTED////||07/31/2009||
749647|1294514||NC||NC||NC|NC|||120||NR||NR|h||LOEL||DEC|BCM||PRCO/|RECOVERY|EM|||NR||NR||NR||F|NR||400||NR||NR|mM|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||SIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/3//DOSES/100/400 mM//TESTID/2//ETIME/48 H//OEF/AGE EFCTS////|1294514|08/03/2009||
749657|1294523||NC||NC||NC|NC|||49||NR||NR|h||NOEL||NEF|PHY||BDFW/|RECOVERY|VAS|||100||NR||NR||F|NR||400||NR||NR|mM|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/3//DOSES/100/400 mM//TESTID/5//EFCT%/FROM GRAPH//ETIME/48 H//OEF/AGE EFCTS////||08/03/2009||
750346|1295153||NC||NC||NC|NC|||96||NR||NR|h||EC50||DEC|POP||ABND/|MICRO ALGA GROWTH|NR|||NR||NR||NR||A|NR||NR|>|10000|<|20000|ppm|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DOSES/17 to 40000 ppm//TESTID/14//VALUE/FROM GRAPH////||08/11/2009||
750741|1295518||NC||NC||NC|NC|||83||NR||NR|d||NR||DEC|GRO||WGHT/|MASS|NR|||NR||NR||NR||A|NR||NR||0.713||1.550|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||M||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/2//DOSES/0.713 to 1.550 mg/L//TESTID/35//OEF/PREDITOR EFFECT TEST,COMPETITOR EFFECT TEST,MULTIPLE STRESSOR EFFECTS,MIXTURE//CONC/ONLY CONC TESTED////||08/06/2009||
750750|1295527||NC||NC||NC|NC|||1||NR||NR|d||NOEC||NEF|BCM||STOL/|STEROL COMPOSITION|NR|||NR||NR||NR||T|Cd||5.7||NR||NR|uM|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| LIFESTG/PHASE WERE USED//DNUM/2//DOSES/5.7 uM//TESTID/3//CONC/ONLY CONC TESTED//OEF/LIGHT STUDY////||08/06/2009||
751318|1296051||NC||NC||NC|NC|||5||NR||NR|wk||NOEC||INC|POP||BMAS/|SAMPLED FROM UPPER SECTION OF THE MESOCOSM|MYC|||NR||NR||NR||T|Cu||72.8||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CA/112 mg/L//MG/11.2 mg/L//NA/10.4 mg/L//POT/3.0 mg/L//SO4/4.57 mg/L//CL/66.0 mg/L//DNUM/4//DOSES/4.7/21.2/72.8 ug/L//TESTID/16//OEF/LEAF DECAY, HABITAT COMPARISONS//CONC/SEDIMENT CONC ALSO REPORTED//CONTR/C,B////||08/12/2009||
751412|1296137||NC||NC||NC|NC|||48||NR||NR|h||LC50||INC|MOR||MORT/|REPLICATE 1|NR|||NR||NR||NR||T|Cu||0.5||NR||NR|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CHAR/PENTAHYDRATE//DNUM/6//DOSES/0.10/0.20/0.40/0.80/1.6 mg/L//TESTID/3//||08/17/2009||
751447|1296172||NC||NC||NC|NC|||72||NR||NR|h||NOEC||DEC|POP||BMAS/|STATS TO C CONTROL, STIMULATION AT LOWER CONCS|NR|||NR||NR||NR||A|NR|<|40||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NOSIG|P|<=|0.05||NR||NR||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/6-7//DOSES/5 to 160 ug/L//TESTID/4//OEF/MIXTURE//CONTR/C,P////|1296172|08/17/2009||
751593|1296305||NC||NC||NC|NC|||6||NR||NR|d||NOEC||INC|BCM||MLDH||GI|||NR||NR||NR||T|Pb||125.0||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P|>|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/2//DOSES/125.0 ug/L//TESTID/7//CONC/ONLY CONC TESTED////||08/13/2009||
751689|1296399||NC||NC||NC|NC|||7||NR||NR|h||NR||INC|BEH||RSPT/|DELAY OR CESSATION OF RESPONSE TO PHYSICAL STIMULI|NR|||NR||NR||NR||F|NR||NR||0.00001||0.0001|M|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/6//DOSES/0.00000001/0.0000001/0.000001/0.00001/0.0001 M//TESTID/1//OEF/SYMBIOTIC EFFECTS////||08/13/2009||
752862|1297471||NC||NC||NC|NC|||4||NR||NR|d||LOEC||INC|BCM||MLDH||LE|||193.0||NR||NR||T|Cu||0.05||NR||NR|mM|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ASIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/2//DOSES/0.05 mM//TESTID/1//OEF/MIXTURE//CONC/ONLY CONC TESTED////||08/21/2009||
753415|1297989||NC||NC||NC|NC|||96||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||T|Cu||38.4||NR||NR|ppm|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/6//DOSES/10/32/56/100/132 ppm//TESTID/16//OEF/GENERATION, PIGMENTATION EFCTS////||09/01/2009||
753535|1298103||NC||NC||NC|NC|||96||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||T|Cu||55.3||NR||NR|ppm|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/6//DOSES/10/32/56/100/132 ppm//TESTID/81//OEF/GENERATION, PIGMENTATION EFCTS////||09/01/2009||
754783|1299226||NC||NC||NC|NC|||24||NR||NR|h||LOEC||INC|ENZ||SODA/|ONLY ONE CONC MEASURED|WO|||NR||NR||NR||T|Cu||0.50||NR||NR|ug/ml|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||SIG|P|<|0.05||NR||NR||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/6//DOSES/0.20/0.32/0.50/0.80/1.26 ug/ml//TESTID/2//||09/03/2009||
755287|1299695||NC||NC||NC|NC|||96||NR||NR|h||NR||INC|ACC||RSDE||GI|||NR||NR||NR||T|Cu||1.19||NR||NR|uM|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||M||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CA/118 uM//NA/2543 uM//CL/609 uM//DNUM/2//DOSES/1.19 uM//TESTID/3//OEF/NATURAL ORGANIC MATTER EFCTS, METAL GILL MODELING//CONC/ONLY CONC TESTED////||09/15/2009||
756423|1300754||NC||NC||NC|NC|||2||NR||NR|d||LOEC||INC|ENZ||SODA||NR|||NR||NR||NR|/|T|Cd||0.1||NR||NR|uM|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ASIG|P|<|0.05||NR||NR||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CA/0.000288* M//MG/0.000329 M//NA/0.000504* M//POT/0.000158* M//SO4/0.0000843* M//CL/0.000381* M//DNUM/6//DOSES/0.1/1/10/100/1000 uM//TESTID/1//EFCT%/>100 TO <150% OF CONTROL, FROM GRAPH////||09/23/2009||
756454|1300782||NC||NC||NC|NC|||96||NR||NR|h||NR-ZERO||NEF|MOR||MORT||NR|||0||NR||NR||T|Cr||10||NR||NR|ppm|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CHAR/(BDH) GRADE//DNUM/8//DOSES/10/20/25/30/35/40/45 ppm//TESTID/5//||09/17/2009||
756837|1301128||NC||NC||NC|NC|||7||NR||NR|d||EC50||DEC|REP||PROG/|FROND NUMBER|NR|||NR||NR||NR||T|Cu||0.2||NR||NR|ppm|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DOSES/NA ppm//TESTID/8//OEF/NUTRIENT EFCTS,MIXTURE////||10/02/2009||
757378|1300853||NC||NC||NC|NC|||2||NR||NR|d||LOEC||INC|ENZ||SODA||NR|||NR||NR||NR|/|T|Zn||1000||NR||NR|uM|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||SIG|P|<|0.05||NR||NR||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CA/0.000288* M//MG/0.000329 M//NA/0.000504* M//POT/0.000158* M//SO4/0.0000843* M//CL/0.000381* M//DNUM/6//DOSES/0.1/1/10/100/1000 uM//TESTID/4//EFCT%/>100 TO <200% FROM CONTROL,FROM GRAPH////|1300853|09/29/2009||
759035|1302613||NC||NC||NC|NC|||24||NR||NR|h||NOEL||INC|ENZ||GSTR||GI|||NR||NR||NR||T|NR||1.5||NR||NR|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/4//DOSES/0.25/0.5/1.5 mg/L//TESTID/1//||09/02/2009||
759363|1302914||NC||NC||NC|NC|||235||185||299|mi||LT50||INC|MOR||MORT/|MEDIAN SURVIVAL TIME|NR|||NR||NR||NR||F|NR||80000||NR||NR|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CL/<0.01* mg/L//DNUM/2//DOSES/80000 mg/L//TESTID/39//OEF/LIFESTAGE, ACCLIMATION, TEMP, FISH-LOADING DENSITY, SOLUTION AGING, PH EFCTS//CONC/ONLY CONC TESTED////||10/06/2009||
759833|1303336||NC||NC||NC|NC|||3||NR||NR|h||NOEC||INC|ACC||RSDE||HL|||NR||NR||NR||T|NR||10||NR||NR|mmol/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/4//DOSES/1/3/10 mmol/L//TESTID/1//||10/09/2009||
759938|1303432||NC||NC||NC|NC|||NR||40||50|h||NR||CHG|MOR||HTCH||NR|||NR||NR||NR||T|Cu||NR||0.000000001||0.00001|mol/dm3||||||||||||||||||||||||||||--||||||||||||||||||MULT|P|<|0.05||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CHAR/CUSO4.5H2O//DNUM/6//DOSES/0.000000001/0.00000001/0.0000001/0.000001/0.00001 mol/dm3//TESTID/1//OEF/MIXTURE, CHELATION EFCTS////||10/13/2009|11/14/2012|
760479|1303936||NC||NC||NC|NC|||60||NR||NR|d||NOEC||DEC|BCM||MCHG||BL|||NR||NR||NR||T|Hg||10||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/3//DOSES/5/10 ug/L//TESTID/1//||10/15/2009||
761011|1304428||NC||NC||NC|NC|||2||NR||NR|d||EC50||DEC|PHY||PSYN||TLI|||NR||NR||NR||T|Cu||0.182||NR||NR|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/6//DOSES/0.125/0.250/0.375/0.500/0.625 mg/L//TESTID/2//||10/19/2009||
761130|1304503||NC||NC||NC|NC|||7||NR||NR|d||LOEC||DEC|POP||DMTR||NR|||NR||NR||NR||T|NR||976||NR||NR|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||SIG|NR||NR||NR||NR||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/9//DOSES/15.3/30.5/61/122/244/488/976/1220 mg/L//TESTID/43//OEF/BACTERIA////|1304503|10/19/2009||
761644|1304941||NC||NC||NC|NC|||18||NR||NR|mo||NOEC||DEC|MPH||SMIX||LI|||NR||NR||NR||D|Cu||57||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||M||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| LIFESTG/LOW-PLATED MORPH, 20 TO 57MM//DNUM/4//DOSES/4/20/57 ug/L//TESTID/1//||10/22/2009||
762023|1305251||NC||NC||NC|NC|||10||NR||NR|d||LOEC||DEC|BCM||CHLA||NR|||NR||NR||NR||T|Zn||0.01||NR||NR|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ASIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/5//DOSES/0.01/0.1/1.0/10 mg/L//TESTID/1//||10/27/2009||
762827|1305950||NC||NC||NC|NC|||48||NR||NR|h||LC50||INC|MOR||MORT||NR|||NR||NR||NR||T|Zn||0.21||NR||NR|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| LIFESTG/ORIENTALIS//DNUM/8//TESTID/1//OEF/SAFE CONCENTRATION////||10/30/2009||
764540|1307585||NC||NC||NC|NC|||NR||24||216|h||NR||CHG|MOR||GMOR/|HATCH AND MORTALITY|NR|||NR||NR||NR||T|Hg||0.01||NR||NR|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NR|NR||NR||NR||NR||U||NR||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/2//DOSES/0.01 mg/L//TESTID/1//CONC/ONLY CONC TESTED//OEF/SURVEY STUDY//MSMT/HTCH, MOR////||11/10/2009||
764576|1307616||NC||NC||NC|NC|||10||NR||NR|d||NOEC||DEC|GRO||DWGT||RO|||NR|>|80|<|100|/|T|Cu||8||NR||NR|umol/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||ANOSIG|P|<|0.05||NR||NR||U||R||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CHAR/CUSO4.5H2O//DNUM/3//DOSES/5/8 umol/L//TESTID/5//EFCT%/FROM GRAPH, FROM CONTROL////||11/10/2009||
765683|1308643||NC||NC||NC|NC|||48||NR||NR|h||EC50||INC|MLT||MULT||NR|||NR||NR||NR||T|AsO4||38.3||29.9||47.8|mg/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||M||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| CHAR/HEPTAHYDRATE//LIFESTG/6.9 MM//CA/42* mg/L//MG/8* mg/L//NA/40* mg/L//POT/6* mg/L//SO4/77* mg/L//CL/19* mg/L//DNUM/8-10//DOSES/NA ug/L//TESTID/7//OEF/MIXTURE//MSMT/IMBL,MORT////||11/18/2009||
765935|1308895||NC||NC||NC|NC||<|1||NR||NR|d||ET50||INC|MOR||MORT||NR|||NR||NR||NR||T|Cu||3000||NR||NR|ug/L|||||||||||||||||||||||NR||NR||NR|--||||||||||||||||||NA|NA||NA||NA||NA||U||P||NC||NC||NC|NC|||NC||NC||NC|NC|||NC||NC||NC||NC||NC||NC||NC||NC| DNUM/6//DOSES/300/900/1000/2000/3000 ug/L//TESTID/4//||11/19/2009||
